antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({22}),frozenset({87}),0.22268842268842268,0.2463092463092463,0.05672105672105672,0.25471039776692256,1.0341081448770642,1.0,0.0018708391668764632,1.0112723314970504,0.0424323421316405,0.1375800980022616,0.01114668239796839,0.24249715471942343
frozenset({22}),frozenset({6}),0.22268842268842268,0.23667443667443666,0.05672105672105672,0.25471039776692256,1.0762057843927424,1.0,0.004016399727355444,1.0241999365594872,0.0910956165479015,0.14087225009648782,0.023628137139687855,0.24718448319074954
frozenset({94}),frozenset({74}),0.2153846153846154,0.25205905205905205,0.05485625485625486,0.2546897546897547,1.010436850449181,1.0,0.0005666128743051849,1.0035296745848536,0.013164472587902083,0.13295668549905837,0.003517259802321109,0.23616115354709682
frozenset({91}),frozenset({10}),0.24895104895104894,0.25423465423465424,0.06340326340326341,0.2546816479400749,1.0017581934562236,1.0,0.00011127955183899696,1.000599735273102,0.0023368751597474206,0.1441696113074205,0.0005993758062892334,0.2520352004981548
frozenset({82}),frozenset({91}),0.24957264957264957,0.24895104895104894,0.06355866355866356,0.2546699875466999,1.0229721409881485,1.0,0.001427290658059896,1.0076730287256603,0.0299246453653838,0.1461236155769918,0.007614601668324824,0.25498792760605904
frozenset({31}),frozenset({17}),0.2331002331002331,0.24584304584304584,0.059362859362859365,0.2546666666666667,1.0358912768647284,1.0,0.002056788070774092,1.01183848947713,0.04517894937857078,0.14148148148148149,0.011699979394189222,0.2480665823851665
frozenset({80}),frozenset({28}),0.2264180264180264,0.22843822843822845,0.057653457653457654,0.2546328071379547,1.1146681047161486,1.0,0.005930924812043693,1.0351431870768886,0.132981344330147,0.1451486697965571,0.03395007329964523,0.2535068797594535
frozenset({74}),frozenset({8}),0.25205905205905205,0.2494172494172494,0.06418026418026418,0.25462392108508014,1.0208753471541998,1.0,0.0013123887249761462,1.006985294826486,0.02733969591033986,0.14676616915422885,0.00693683896117821,0.2559723966796117
frozenset({60}),frozenset({8}),0.22703962703962705,0.2494172494172494,0.05780885780885781,0.2546201232032854,1.0208601201327985,1.0,0.0011812585239158735,1.0069801640049574,0.026435853535157164,0.1380846325167038,0.006931779050339902,0.24319791206893243
frozenset({3}),frozenset({74}),0.2533022533022533,0.25205905205905205,0.0644910644910645,0.25460122699386506,1.0100856323708518,1.0,0.0006439386392766422,1.0034104898302432,0.013372114890362856,0.1462812830454706,0.0033988979234410425,0.25522909685081663
frozenset({56}),frozenset({91}),0.22035742035742037,0.24895104895104894,0.0560994560994561,0.2545839210155148,1.0226264243038938,1.0,0.0012412451573290753,1.007556681728867,0.02837941028204938,0.13576532531026703,0.0075000065662813595,0.23996362093222684
frozenset({56}),frozenset({32}),0.22035742035742037,0.22874902874902875,0.0560994560994561,0.2545839210155148,1.1129398992763844,1.0,0.00569291021505474,1.0346583512146423,0.1301607774563714,0.14274416765519968,0.033497387010847826,0.24991424311645305
frozenset({49}),frozenset({52}),0.1696969696969697,0.24195804195804196,0.0432012432012432,0.25457875457875456,1.0521607486925406,1.0,0.0021416966871512302,1.016930980567344,0.05970697894239346,0.1172501054407423,0.016649095062379167,0.21656362263298679
frozenset({49}),frozenset({3}),0.1696969696969697,0.2533022533022533,0.0432012432012432,0.25457875457875456,1.0050394390885187,1.0,0.00021661839843657715,1.0017124562579107,0.006038964448878767,0.1137479541734861,0.0017095287646796162,0.2125654509090092
frozenset({58}),frozenset({5}),0.1703185703185703,0.24677544677544677,0.043356643356643354,0.2545620437956204,1.0315533701667616,1.0,0.0013262020721228202,1.010445667483611,0.03686741439371212,0.11600831600831601,0.01033768347943417,0.2151273695048631
frozenset({25}),frozenset({87}),0.2386946386946387,0.2463092463092463,0.06076146076146076,0.25455729166666663,1.033486543769716,1.0,0.0019687642065264396,1.0110646267851506,0.04256048914413861,0.14322344322344321,0.010943540592783463,0.25062249441377493
frozenset({9}),frozenset({97}),0.25703185703185705,0.24055944055944056,0.06542346542346543,0.25453446191052,1.0580938387559407,1.0,0.003592025689927787,1.0187467034182363,0.07389851257029381,0.1513843941028407,0.018401731613299787,0.26324914309996283
frozenset({9}),frozenset({2}),0.25703185703185705,0.24304584304584304,0.06542346542346543,0.25453446191052,1.047269349356903,1.0,0.002952941041519136,1.0154113346327458,0.06075066536632297,0.15051841258491241,0.01517743017741658,0.2618580237941347
frozenset({97}),frozenset({16}),0.24055944055944056,0.24988344988344988,0.061227661227661226,0.2545219638242894,1.0185627097072776,1.0,0.0011158383186355217,1.0062222006762733,0.023997158108272344,0.14265025343953655,0.00618372430273507,0.24977341972308997
frozenset({7}),frozenset({3}),0.25827505827505826,0.2533022533022533,0.06573426573426573,0.2545126353790614,1.0047784102234723,1.0,0.00031261150142268546,1.0016236117931034,0.00641165658483808,0.14743813175322412,0.001620979950938591,0.25701091891652456
frozenset({7}),frozenset({82}),0.25827505827505826,0.24957264957264957,0.06573426573426573,0.2545126353790614,1.0197937787448692,1.0,0.001275875122028966,1.0066265184909253,0.02616817708356546,0.14868189806678384,0.006582896803532817,0.2589499665064672
frozenset({7}),frozenset({59}),0.25827505827505826,0.25097125097125095,0.06573426573426573,0.2545126353790614,1.0141107174391704,1.0,0.0009146512643016247,1.0047504284792421,0.018759481896542977,0.14821303433777155,0.0047279686025435965,0.25821607001151214
frozenset({95}),frozenset({79}),0.2418026418026418,0.24553224553224554,0.06153846153846154,0.2544987146529563,1.0365184992352998,1.0,0.0021681159210296744,1.0120274361653672,0.04646795895002495,0.14452554744525548,0.011884496146606357,0.25256581302268066
frozenset({98}),frozenset({74}),0.22533022533022534,0.25205905205905205,0.057342657342657345,0.25448275862068964,1.009615629916238,1.0,0.0005461343456681506,1.0032510402538155,0.012294335581269675,0.13651498335183132,0.0032405052408348064,0.24098983800331647
frozenset({98}),frozenset({5}),0.22533022533022534,0.24677544677544677,0.057342657342657345,0.25448275862068964,1.0312320854686006,1.0,0.0017366903147788965,1.0103382073779854,0.039095606603006934,0.13825402772574,0.010232422472485635,0.24342525840354381
frozenset({85}),frozenset({38}),0.23574203574203575,0.2435120435120435,0.05998445998445998,0.2544495715227422,1.04491575797629,1.0,0.0025784351192276594,1.014670406712847,0.0562441659801048,0.1430689399555226,0.014458297606583046,0.2503900697435026
frozenset({33}),frozenset({10}),0.21072261072261073,0.25423465423465424,0.053613053613053616,0.25442477876106195,1.0007478308847393,1.0,4.0063536567033764e-05,1.0002550038158347,0.0009467800063347109,0.1303362296939932,0.00025493880546647365,0.232652487180042
frozenset({34}),frozenset({33}),0.21072261072261073,0.21072261072261073,0.053613053613053616,0.25442477876106195,1.2073919257576944,1.0,0.009209034943300679,1.0586153707815429,0.21762757132951543,0.14575411913814956,0.05536984668781919,0.25442477876106195
frozenset({33}),frozenset({34}),0.21072261072261073,0.21072261072261073,0.053613053613053616,0.25442477876106195,1.2073919257576944,1.0,0.009209034943300679,1.0586153707815429,0.21762757132951543,0.14575411913814956,0.05536984668781919,0.25442477876106195
frozenset({28}),frozenset({85}),0.22843822843822845,0.23574203574203575,0.05811965811965812,0.254421768707483,1.0792380234888945,1.0,0.004267165106325944,1.0250540214043864,0.09515808520606812,0.14313050133945657,0.024441659543036415,0.25048049542823064
frozenset({71}),frozenset({13}),0.20217560217560218,0.24864024864024864,0.05143745143745144,0.2544196771714066,1.023244139123751,1.0,0.0011684594435177192,1.007751584040244,0.028472584287911776,0.12879377431906613,0.007691959172285752,0.2306473385857033
frozenset({23}),frozenset({11}),0.2205128205128205,0.24848484848484848,0.0560994560994561,0.2544045102184637,1.0238230289279637,1.0,0.0013053613053613106,1.0079395085066163,0.029851290275550488,0.13586751975912684,0.007876969242310608,0.24008530701667402
frozenset({19}),frozenset({81}),0.15944055944055943,0.2466200466200466,0.04055944055944056,0.2543859649122807,1.0314894040393991,1.0,0.0012382023570834816,1.0104154668860552,0.03631877904641706,0.11096938775510205,0.010308103178738962,0.20942360627466589
frozenset({19}),frozenset({35}),0.15944055944055943,0.213986013986014,0.04055944055944056,0.2543859649122807,1.1887971562894164,1.0,0.006441390777055113,1.0541834635952283,0.18893797693499342,0.12184873949579832,0.05139851407879129,0.2219642242862057
frozenset({13}),frozenset({2}),0.24864024864024864,0.24304584304584304,0.06324786324786325,0.25437499999999996,1.0466132512787722,1.0,0.002816884401965987,1.015194175294762,0.05927550188149981,0.14762422923467536,0.014966767604188016,0.2573025895140665
frozenset({16}),frozenset({81}),0.24988344988344988,0.2466200466200466,0.06355866355866356,0.2543532338308458,1.031356685382163,1.0,0.0019323954988290717,1.0103711134570186,0.040531484726044495,0.146805455850682,0.0102646575291858,0.25603610021725026
frozenset({16}),frozenset({91}),0.24988344988344988,0.24895104895104894,0.06355866355866356,0.2543532338308458,1.0216997875789593,1.0,0.001349916594671846,1.0072449652099362,0.028314143699635898,0.14601927882898966,0.007192853238463218,0.254829550748132
frozenset({18}),frozenset({95}),0.1881895881895882,0.2418026418026418,0.04786324786324787,0.2543352601156069,1.051829947843143,1.0,0.0023585082792542053,1.0168073098305657,0.060698872337463586,0.12525416836112244,0.01652949351177097,0.22613935242284203
frozenset({44}),frozenset({46}),0.20777000777000776,0.245998445998446,0.05283605283605284,0.2543006731488407,1.0337491040510358,1.0,0.0017249537995458822,1.0111334781344812,0.041209355456580624,0.13178294573643412,0.011010888646494197,0.2345413662648815
frozenset({26}),frozenset({35}),0.22672882672882672,0.213986013986014,0.057653457653457654,0.2542837559972584,1.188319513320521,1.0,0.009136659766030397,1.054038975730152,0.20494167150570722,0.15050709939148074,0.05126847960505292,0.26185502251569526
frozenset({26}),frozenset({23}),0.22672882672882672,0.2205128205128205,0.057653457653457654,0.2542837559972584,1.1531472655689625,1.0,0.00765684457992151,1.0452865761689292,0.17174838144928556,0.14798564020741922,0.04332455539121965,0.257867741282632
frozenset({36}),frozenset({95}),0.2114996114996115,0.2418026418026418,0.05376845376845377,0.2542248346803821,1.0513732719590352,1.0,0.0026272889676153058,1.0166567532084776,0.061969555776815226,0.13457798521975883,0.016383851438462552,0.2382949366203967
frozenset({36}),frozenset({13}),0.2114996114996115,0.24864024864024864,0.05376845376845377,0.2542248346803821,1.0224605069801618,1.0,0.0011811377778743748,1.0074882971434698,0.027859357805063104,0.13231357552581263,0.00743263933159437,0.23523741734019105
frozenset({35}),frozenset({22}),0.213986013986014,0.22268842268842268,0.05439005439005439,0.2541757443718228,1.1413963119558128,1.0,0.0067378464581261815,1.0422181518578792,0.15760549059481452,0.14227642276422764,0.04050797981461009,0.24920929577279205
frozenset({72}),frozenset({40}),0.2341880341880342,0.24786324786324787,0.059518259518259516,0.2541473125414731,1.025352950598357,1.0,0.0014716527537040336,1.0084253429449157,0.03228739276389403,0.140860610518573,0.008354949629004002,0.24713635219550145
frozenset({27}),frozenset({38}),0.21647241647241647,0.2435120435120435,0.05501165501165501,0.2541277817659727,1.0435943048270802,1.0,0.0022980145124667298,1.0142326500363075,0.05331430671623903,0.13584036838066002,0.014032924335257714,0.24001858137437118
frozenset({17}),frozenset({40}),0.24584304584304584,0.24786324786324787,0.06247086247086247,0.25410872313527183,1.0251972623043726,1.0,0.0015354066636117866,1.0083731710850357,0.03258998639606408,0.14486486486486486,0.00830364325939549,0.2530731703450654
frozenset({20}),frozenset({31}),0.2275058275058275,0.2331002331002331,0.05780885780885781,0.2540983606557377,1.0900819672131148,1.0,0.0047771963855879965,1.0281513358436434,0.10697529542313164,0.14351851851851855,0.02738053714684341,0.2510491803278689
frozenset({32}),frozenset({91}),0.22874902874902875,0.24895104895104894,0.05811965811965812,0.25407608695652173,1.0205865290669272,1.0,0.0011723474660537622,1.0068707249035118,0.026153967164504018,0.1385185185185185,0.0068238401748846236,0.24376713211746187
frozenset({92}),frozenset({5}),0.25811965811965815,0.24677544677544677,0.06557886557886558,0.25406381697772423,1.0295344220728309,1.0,0.001881271624861361,1.009770769092803,0.038668180924716467,0.14927484966395474,0.00967622493328976,0.2599034450127916
frozenset({90}),frozenset({40}),0.23916083916083916,0.24786324786324787,0.06076146076146076,0.2540610786224821,1.0250050413389795,1.0,0.0014822784053553223,1.0083087644063253,0.032063336843688756,0.14254465913233685,0.008240297713981895,0.24960107222660155
frozenset({82}),frozenset({5}),0.24957264957264957,0.24677544677544677,0.06340326340326341,0.25404732254047324,1.0294675822090336,1.0,0.001814861302040796,1.0097484411340838,0.038143731296619014,0.14644651830581482,0.009654326500504505,0.2554871373407656
frozenset({38}),frozenset({74}),0.2435120435120435,0.25205905205905205,0.06184926184926185,0.25398851308232295,1.007654797586158,1.0,0.00046984699665353347,1.0025863690534351,0.010041993038322473,0.14260121820136154,0.002579697004934195,0.2496822959986214
frozenset({94}),frozenset({40}),0.2153846153846154,0.24786324786324787,0.0547008547008547,0.25396825396825395,1.024630541871921,1.0,0.0013149243918474662,1.0081833060556464,0.030637254901960724,0.13389121338912136,0.008116883116883088,0.23732895457033387
frozenset({80}),frozenset({87}),0.2264180264180264,0.2463092463092463,0.057498057498057496,0.2539464653397392,1.0310066274203291,1.0,0.0017292040602063935,1.0102368244042577,0.03887646183749042,0.13847305389221556,0.010133093703344686,0.2436924755720778
frozenset({21}),frozenset({13}),0.2564102564102564,0.24864024864024864,0.06511266511266511,0.25393939393939396,1.0213125,1.0,0.0013587552049090512,1.0071028348851256,0.028063533865525472,0.1480042387848817,0.007052740434333022,0.257907196969697
frozenset({81}),frozenset({82}),0.2466200466200466,0.24957264957264957,0.06262626262626263,0.25393824826717076,1.017492296139006,1.0,0.001076644153567237,1.0058515246015247,0.022819263936319324,0.14444444444444446,0.005817483453974705,0.25243612288825534
frozenset({81}),frozenset({25}),0.2466200466200466,0.2386946386946387,0.06262626262626263,0.25393824826717076,1.0638623877599245,1.0,0.00375937970343565,1.0204321016821019,0.07967932339139626,0.14816176470588235,0.020022989916155105,0.2581540199669187
frozenset({60}),frozenset({59}),0.22703962703962705,0.25097125097125095,0.057653457653457654,0.2539356605065024,1.0118117494485097,1.0,0.0006730384352762048,1.003973396633947,0.015102793285190973,0.13715341959334565,0.003957671236378239,0.2418285113678023
frozenset({54}),frozenset({85}),0.1682983682983683,0.23574203574203575,0.042735042735042736,0.25392428439519854,1.0771277324212938,1.0,0.0030600427803225,1.0243705139744743,0.0860945780676722,0.11827956989247311,0.023790721855043214,0.21760156210531184
frozenset({30}),frozenset({34}),0.2080808080808081,0.21072261072261073,0.05283605283605284,0.2539208364451083,1.205000429590171,1.0,0.008988721715994442,1.0579003245669911,0.21482593037214884,0.14437367303609344,0.05473136100103801,0.252329149785976
frozenset({30}),frozenset({25}),0.2080808080808081,0.2386946386946387,0.05283605283605284,0.2539208364451083,1.063789441747573,1.0,0.0031682795319158963,1.0204082870749538,0.07572028811524611,0.13412228796844183,0.02000011890677119,0.2376375015558875
frozenset({7}),frozenset({11}),0.25827505827505826,0.24848484848484848,0.06557886557886558,0.2539109506618532,1.0218367526635557,1.0,0.001401426855972318,1.0072727272727273,0.028811352959925804,0.1486438886932019,0.007220216606498233,0.2589129487518147
frozenset({97}),frozenset({91}),0.24055944055944056,0.24895104895104894,0.061072261072261075,0.25387596899224807,1.0197826844351539,1.0,0.0011847360099108417,1.0066006720552176,0.025543699829896252,0.1425462459194777,0.00655738888167109,0.2495971605260866
frozenset({1}),frozenset({79}),0.2613830613830614,0.24553224553224554,0.06635586635586635,0.2538644470868014,1.0339352639263082,1.0,0.0021778963503905208,1.0111671418444328,0.044436374709230814,0.15061728395061724,0.01104381400691389,0.2620588058218817
frozenset({95}),frozenset({74}),0.2418026418026418,0.25205905205905205,0.061383061383061384,0.2538560411311054,1.0071292383962165,1.0,0.00043451670491297806,1.0024083677830449,0.009336318658368006,0.14193316564858066,0.002402581483204489,0.2486912758059966
frozenset({12}),frozenset({87}),0.25594405594405595,0.2463092463092463,0.06495726495726496,0.25379477838494235,1.0303907879540088,1.0,0.0019158774403529727,1.0100314656864697,0.0396400690722022,0.14854299928926795,0.009931834826207027,0.25875858793064155
frozenset({85}),frozenset({46}),0.23574203574203575,0.245998445998446,0.05982905982905983,0.25379037574159524,1.0316747112426818,1.0,0.0018368853800089235,1.0104420118554394,0.040172596821641156,0.141804788213628,0.01033410302909426,0.24849973619676097
frozenset({13}),frozenset({3}),0.24864024864024864,0.2533022533022533,0.0630924630924631,0.25375000000000003,1.00176763803681,1.0,0.00011132785025558256,1.00059999557487,0.002348434292234744,0.14376770538243627,0.0005996357960458159,0.2514148773006135
frozenset({13}),frozenset({52}),0.24864024864024864,0.24195804195804196,0.0630924630924631,0.25375000000000003,1.048735549132948,1.0,0.002931955379507828,1.0158016188166943,0.06184889531892351,0.1475826972010178,0.015555811808118113,0.25725393384714196
frozenset({28}),frozenset({11}),0.22843822843822845,0.24848484848484848,0.05796425796425796,0.2537414965986394,1.0211548033847684,1.0,0.0012008193826375663,1.0070440043092732,0.026850149437483335,0.13835311572700298,0.006994733377221831,0.24350614542252172
frozenset({16}),frozenset({17}),0.24988344988344988,0.24584304584304584,0.06340326340326341,0.2537313432835821,1.0320867218899183,1.0,0.001971154978147996,1.0105703185703188,0.0414457890054719,0.1466570812365205,0.010459755621234463,0.2558163669641678
frozenset({16}),frozenset({79}),0.24988344988344988,0.24553224553224554,0.06340326340326341,0.2537313432835821,1.0333931607783866,1.0,0.002048818832035622,1.0109867909867911,0.04307876040409963,0.14676258992805757,0.01086739320903209,0.255979595692424
frozenset({23}),frozenset({59}),0.2205128205128205,0.25097125097125095,0.055944055944055944,0.2536997885835095,1.010871913024696,1.0,0.000601677524754457,1.0036560858090604,0.013797514619883253,0.13462976813762154,0.003642767538357632,0.2383050026508879
frozenset({33}),frozenset({17}),0.21072261072261073,0.24584304584304584,0.05345765345765346,0.25368731563421826,1.031907633442601,1.0,0.001652965009608369,1.0105107014197923,0.039176362312669195,0.13261372397841173,0.010401375665813832,0.23556679308891698
frozenset({33}),frozenset({16}),0.21072261072261073,0.24988344988344988,0.05345765345765346,0.25368731563421826,1.015222559767534,1.0,0.0008015605218402444,1.0050968794051798,0.01899751370211135,0.13129770992366413,0.005071032961714219,0.23380883194646235
frozenset({71}),frozenset({26}),0.20217560217560218,0.22672882672882672,0.05128205128205128,0.25365103766333585,1.1187418967536438,1.0,0.005443014207582975,1.0360718809740437,0.13303526106408856,0.13580246913580246,0.0348160022836749,0.2399166771592896
frozenset({67}),frozenset({16}),0.25547785547785545,0.24988344988344988,0.0648018648018648,0.25364963503649635,1.0150717670770237,1.0,0.0009621769062328478,1.0050461356084828,0.01994296860570399,0.1470899470899471,0.005020799970966238,0.2564889966227258
frozenset({58}),frozenset({85}),0.1703185703185703,0.23574203574203575,0.0432012432012432,0.25364963503649635,1.0759626904811166,1.0,0.0030499967096703703,1.0239935560228957,0.08509259271736014,0.11905781584582441,0.023431354505867,0.21845303109768127
frozenset({58}),frozenset({33}),0.1703185703185703,0.21072261072261073,0.0432012432012432,0.25364963503649635,1.203713422905497,1.0,0.007311269409171511,1.0575159152176266,0.20397886598007614,0.12787488500459984,0.05438775378221185,0.2293321921495166
frozenset({26}),frozenset({16}),0.22672882672882672,0.24988344988344988,0.057498057498057496,0.25359835503769707,1.014866551410187,1.0,0.0008422760870313364,1.0049770859688214,0.018943903710784846,0.13718946978123842,0.0049524372628093356,0.24184892876262964
frozenset({44}),frozenset({74}),0.20777000777000776,0.25205905205905205,0.05268065268065268,0.2535527299925206,1.0059259047483786,1.0,0.0003103414758426487,1.0020010494960396,0.007435965981222496,0.12938931297709924,0.0019970532935529037,0.23127698151907167
frozenset({44}),frozenset({79}),0.20777000777000776,0.24553224553224554,0.05268065268065268,0.2535527299925206,1.0326657072796646,1.0,0.0016664161186305745,1.0107448774783445,0.03992831939415199,0.13149728471683478,0.010630652420570551,0.23405484600891852
frozenset({36}),frozenset({31}),0.2114996114996115,0.2331002331002331,0.053613053613053616,0.25349008082292435,1.0874724467303456,1.0,0.0043124448718854375,1.0273135656993926,0.102011962091481,0.13712241653418125,0.02658736982685273,0.24174504041146216
frozenset({72}),frozenset({79}),0.2341880341880342,0.24553224553224554,0.059362859362859365,0.2534837425348374,1.0323847362099232,1.0,0.0018621454518890426,1.0106514719848054,0.04096157442034408,0.14121996303142328,0.010539213843806117,0.2476279472167858
frozenset({72}),frozenset({74}),0.2341880341880342,0.25205905205905205,0.059362859362859365,0.2534837425348374,1.005652209131738,1.0,0.00033364546185059296,1.0019084520417854,0.007339192221391239,0.13906079359301055,0.0019048167902927077,0.24449772823412647
frozenset({72}),frozenset({14}),0.2341880341880342,0.2456876456876457,0.059362859362859365,0.2534837425348374,1.0317317414368619,1.0,0.0018257525949833611,1.0104433048433048,0.04016104151084511,0.14116777531411676,0.010335369429682455,0.24755148543566663
frozenset({93}),frozenset({5}),0.2243978243978244,0.24677544677544677,0.05687645687645688,0.25346260387811637,1.027098146067808,1.0,0.0015005835052455119,1.0089575648017206,0.03401642081429638,0.13728432108027006,0.00887803919036081,0.24197059664938564
frozenset({93}),frozenset({90}),0.2243978243978244,0.23916083916083916,0.05687645687645688,0.25346260387811637,1.059799776449434,1.0,0.0032092848876065644,1.0191574659107125,0.07275062325300291,0.13985479556744362,0.018797356200097797,0.24563968400533498
frozenset({35}),frozenset({81}),0.213986013986014,0.2466200466200466,0.054234654234654234,0.25344952795933184,1.0276923203643986,1.0,0.00146141348938552,1.0091480503931867,0.034281985132916686,0.13346080305927344,0.009065122198494327,0.2366806555990736
frozenset({35}),frozenset({52}),0.213986013986014,0.24195804195804196,0.054234654234654234,0.25344952795933184,1.04749371382036,1.0,0.002459017284192108,1.0153927784277978,0.05768387563858098,0.13500967117988394,0.015159432640077977,0.23879926622757858
frozenset({96}),frozenset({14}),0.18150738150738152,0.2456876456876457,0.045998445998446,0.25342465753424653,1.0314912531517244,1.0,0.0014043247609681134,1.0103633369688414,0.03730006824747653,0.12066856909906236,0.010257039808998013,0.22032396697079182
frozenset({55}),frozenset({3}),0.2177156177156177,0.2533022533022533,0.05516705516705517,0.2533904354032834,1.000348129950999,1.0,1.9198620597224436e-05,1.0001181100607488,0.00044486226057183036,0.13266068759342303,0.00011809611240967136,0.2355909232231141
frozenset({31}),frozenset({85}),0.2331002331002331,0.23574203574203575,0.059052059052059055,0.25333333333333335,1.0746209624258405,1.0,0.004100535569067039,1.0235597735597737,0.09054551271796515,0.1441031475161168,0.023017486783245233,0.2519138650845968
frozenset({9}),frozenset({82}),0.25703185703185705,0.24957264957264957,0.06511266511266511,0.2533252720677146,1.0150361928740619,1.0,0.0009645435286460835,1.005025779438735,0.0199382100687934,0.14748328053502288,0.005000647288412394,0.25711095483834046
frozenset({40}),frozenset({8}),0.24786324786324787,0.2494172494172494,0.06278166278166278,0.2532915360501567,1.015533354817918,1.0,0.0009602932679855722,1.0051884862967986,0.020336408640864015,0.1444921316165951,0.005161704861854739,0.25250246584439295
frozenset({11}),frozenset({38}),0.24848484848484848,0.2435120435120435,0.06293706293706294,0.2532833020637899,1.0401263872243063,1.0,0.002428009700736984,1.0130856301710573,0.05133412982875371,0.1466859833393698,0.012916608212918674,0.25586947489915723
frozenset({1}),frozenset({87}),0.2613830613830614,0.2463092463092463,0.0662004662004662,0.25326991676575505,1.0282598828944063,1.0,0.0018194013532008835,1.0093215347992417,0.03720901748241035,0.14994720168954595,0.009235446265491507,0.26101981642704153
frozenset({25}),frozenset({85}),0.2386946386946387,0.23574203574203575,0.06045066045066045,0.2532552083333333,1.0742895620468027,1.0,0.004180300404076624,1.0234526879688168,0.09083381478093995,0.146021021021021,0.022915263445506262,0.25484118359975827
frozenset({97}),frozenset({38}),0.24055944055944056,0.2435120435120435,0.06091686091686092,0.2532299741602067,1.0399073922915956,1.0,0.002337739960117581,1.013013284293561,0.05053181493591909,0.14395886889460155,0.012846114157956083,0.25169475734174984
frozenset({97}),frozenset({82}),0.24055944055944056,0.24957264957264957,0.06091686091686092,0.2532299741602067,1.0146543485186366,1.0,0.0008798039567270294,1.004897524620708,0.01901755177208996,0.14192614047791455,0.004873655771573854,0.24865732830052678
frozenset({29}),frozenset({22}),0.2055944055944056,0.22268842268842268,0.052059052059052056,0.25321239606953894,1.137070320102919,1.0,0.00627555816367005,1.040873701197588,0.15174479714105524,0.13837257331681121,0.03926864628298343,0.24349384632506954
frozenset({29}),frozenset({26}),0.2055944055944056,0.22672882672882672,0.052059052059052056,0.25321239606953894,1.1168072438022503,1.0,0.0054448736966219505,1.035463322102998,0.13165860836661766,0.13690232938291785,0.034248747730603525,0.24141085876129448
frozenset({24}),frozenset({82}),0.20621600621600622,0.24957264957264957,0.052214452214452214,0.2532027128862095,1.0145451167015929,1.0,0.0007485771588335646,1.0048608415914169,0.018061071335346873,0.1293800539083558,0.00483732810576891,0.23120907748918196
frozenset({41}),frozenset({59}),0.20621600621600622,0.25097125097125095,0.052214452214452214,0.2532027128862095,1.0088913049057326,1.0,0.00046016316412587216,1.0029880423422302,0.011102449006227493,0.1289332310053722,0.002979140544140711,0.23062612424496234
frozenset({2}),frozenset({74}),0.24304584304584304,0.25205905205905205,0.06153846153846154,0.2531969309462916,1.0045143345495602,1.0,0.0002765567334332003,1.0015236665921599,0.005937013327693075,0.14193548387096777,0.0015213485641775283,0.24866998211926172
frozenset({2}),frozenset({79}),0.24304584304584304,0.24553224553224554,0.06153846153846154,0.2531969309462916,1.0312166143287256,1.0,0.0018628699281380001,1.0102633287564795,0.03999137339313909,0.14410480349344978,0.010159062953529628,0.2519149211693483
frozenset({30}),frozenset({52}),0.2080808080808081,0.24195804195804196,0.05268065268065268,0.25317401045556387,1.0463550143105673,1.0,0.0023338277883732383,1.0150181818181818,0.0559418457648545,0.13257723895189677,0.014795973202450484,0.2354502036863561
frozenset({56}),frozenset({25}),0.22035742035742037,0.2386946386946387,0.055788655788655786,0.2531734837799718,1.0606584427891397,1.0,0.0031905209527587075,1.0193871598970747,0.07335338400968723,0.13834296724470135,0.01901844623884843,0.24344872105665255
frozenset({5}),frozenset({97}),0.24677544677544677,0.24055944055944056,0.06247086247086247,0.2531486146095718,1.0523329037549058,1.0,0.003106699050754995,1.0168563308529581,0.06602329799321939,0.14703730797366496,0.01657690505680261,0.25641926854509595
frozenset({13}),frozenset({81}),0.24864024864024864,0.2466200466200466,0.06293706293706294,0.25312500000000004,1.0263764177693764,1.0,0.001617393225784844,1.0087095610108163,0.03420276532996305,0.1455787203450755,0.008634359529703046,0.2541617438563327
frozenset({87}),frozenset({8}),0.2463092463092463,0.2494172494172494,0.06231546231546232,0.25299684542586753,1.0143518382027774,1.0,0.0008816875949743119,1.0047919422919422,0.018772655988893824,0.14377913230548584,0.0047690890922272525,0.25142054109299605
frozenset({23}),frozenset({35}),0.2205128205128205,0.213986013986014,0.055788655788655786,0.25299506694855534,1.1822972082890004,1.0,0.008601996294303985,1.0522206095791,0.19780823926110536,0.14731226918342222,0.04962895528152502,0.2568533795163982
frozenset({83}),frozenset({17}),0.23403263403263402,0.24584304584304584,0.05920745920745921,0.25298804780876494,1.0290632665293316,1.0,0.0016721636302055934,1.009564775964776,0.03687160833441175,0.1407462135205024,0.009474157768267547,0.24691121733042545
frozenset({33}),frozenset({55}),0.21072261072261073,0.2177156177156177,0.0533022533022533,0.2529498525073746,1.161836046313316,1.0,0.007424649942132461,1.0471644840845236,0.1764821361841505,0.14208782104391052,0.045040186906030136,0.24888748870907632
frozenset({42}),frozenset({87}),0.2556332556332556,0.2463092463092463,0.06464646464646465,0.252887537993921,1.0267074492056036,1.0,0.001681630119858557,1.0088049551027582,0.03494610165408702,0.1478322672352523,0.008728104534202401,0.25767405290863243
